text,favourite_count,retweet_count,created_at
"Status(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'created_at': 'Mon Jun 28 23:51:05 +0000 2021', 'id': 1409660656316424194, 'id_str': '1409660656316424194', 'full_text': '@CursedFootball Individualism vs Collectivism hence why France lost… unfortunately these greedy self opinionated footballers are here to stay until the vacuous fan base who find love island opinion wake up and smell the coffee', 'truncated': False, 'display_text_range': [16, 226], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CursedFootball', 'name': 'football images that precede unfortunate events', 'id': 1129767161063444481, 'id_str': '1129767161063444481', 'indices': [0, 15]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': 1409615863075033092, 'in_reply_to_status_id_str': '1409615863075033092', 'in_reply_to_user_id': 1129767161063444481, 'in_reply_to_user_id_str': '1129767161063444481', 'in_reply_to_screen_name': 'CursedFootball', 'user': {'id': 213741757, 'id_str': '213741757', 'name': 'Laugh', 'screen_name': 'Man_ofYorkshire', 'location': '', 'description': 'Big fan of boxing, engineering,', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 162, 'friends_count': 585, 'listed_count': 4, 'created_at': 'Tue Nov 09 17:45:05 +0000 2010', 'favourites_count': 6228, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3361, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2021, 6, 28, 23, 51, 5), id=1409660656316424194, id_str='1409660656316424194', full_text='@CursedFootball Individualism vs Collectivism hence why France lost… unfortunately these greedy self opinionated footballers are here to stay until the vacuous fan base who find love island opinion wake up and smell the coffee', truncated=False, display_text_range=[16, 226], entities={'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CursedFootball', 'name': 'football images that precede unfortunate events', 'id': 1129767161063444481, 'id_str': '1129767161063444481', 'indices': [0, 15]}], 'urls': []}, metadata={'iso_language_code': 'en', 'result_type': 'recent'}, source='Twitter for iPhone', source_url='http://twitter.com/download/iphone', in_reply_to_status_id=1409615863075033092, in_reply_to_status_id_str='1409615863075033092', in_reply_to_user_id=1129767161063444481, in_reply_to_user_id_str='1129767161063444481', in_reply_to_screen_name='CursedFootball', author=User(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'id': 213741757, 'id_str': '213741757', 'name': 'Laugh', 'screen_name': 'Man_ofYorkshire', 'location': '', 'description': 'Big fan of boxing, engineering,', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 162, 'friends_count': 585, 'listed_count': 4, 'created_at': 'Tue Nov 09 17:45:05 +0000 2010', 'favourites_count': 6228, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3361, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=213741757, id_str='213741757', name='Laugh', screen_name='Man_ofYorkshire', location='', description='Big fan of boxing, engineering,', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=162, friends_count=585, listed_count=4, created_at=datetime.datetime(2010, 11, 9, 17, 45, 5), favourites_count=6228, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=3361, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=True, profile_image_url='http://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', profile_link_color='0084B4', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), user=User(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'id': 213741757, 'id_str': '213741757', 'name': 'Laugh', 'screen_name': 'Man_ofYorkshire', 'location': '', 'description': 'Big fan of boxing, engineering,', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 162, 'friends_count': 585, 'listed_count': 4, 'created_at': 'Tue Nov 09 17:45:05 +0000 2010', 'favourites_count': 6228, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3361, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=213741757, id_str='213741757', name='Laugh', screen_name='Man_ofYorkshire', location='', description='Big fan of boxing, engineering,', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=162, friends_count=585, listed_count=4, created_at=datetime.datetime(2010, 11, 9, 17, 45, 5), favourites_count=6228, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=3361, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=True, profile_image_url='http://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1310143118927372290/boEQZ6F9_normal.jpg', profile_link_color='0084B4', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=0, favorite_count=0, favorited=False, retweeted=False, lang='en')",0,0,2021-06-28 23:51:05
"Status(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'created_at': 'Mon Jun 28 23:43:18 +0000 2021', 'id': 1409658697580630024, 'id_str': '1409658697580630024', 'full_text': 'RT @SFloef: Happy to report the hang over is gone. Slept 10 hours last night. Got up and drank a cup of coffee and now getting ready to wor…', 'truncated': False, 'display_text_range': [0, 140], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SFloef', 'name': 'Redneck girl', 'id': 1364661480319307780, 'id_str': '1364661480319307780', 'indices': [3, 10]}], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 822916627104731136, 'id_str': '822916627104731136', 'name': 'Robert Philbrick', 'screen_name': 'RobertPhilbri12', 'location': 'USA', 'description': 'Government & Politics NFL MLB Harley-Davidson rifles and pistols no porn no no lists= block and most importantly Maga Trump Pence 20/20', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 9315, 'friends_count': 9501, 'listed_count': 2, 'created_at': 'Sat Jan 21 21:19:47 +0000 2017', 'favourites_count': 108104, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 182219, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/822916627104731136/1491172385', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Mon Jun 28 12:09:54 +0000 2021', 'id': 1409484199808090117, 'id_str': '1409484199808090117', 'full_text': 'Happy to report the hang over is gone. Slept 10 hours last night. Got up and drank a cup of coffee and now getting ready to work out. I will never drink another Long Island Tea as long as I live. Then again I have saidnthat before.', 'truncated': False, 'display_text_range': [0, 231], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1364661480319307780, 'id_str': '1364661480319307780', 'name': 'Redneck girl', 'screen_name': 'SFloef', 'location': 'United States', 'description': 'Patriotic All American Girl', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 18746, 'friends_count': 14434, 'listed_count': 5, 'created_at': 'Wed Feb 24 19:40:40 +0000 2021', 'favourites_count': 21933, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11670, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1364661480319307780/1614564154', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 29, 'favorite_count': 675, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 29, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2021, 6, 28, 23, 43, 18), id=1409658697580630024, id_str='1409658697580630024', full_text='RT @SFloef: Happy to report the hang over is gone. Slept 10 hours last night. Got up and drank a cup of coffee and now getting ready to wor…', truncated=False, display_text_range=[0, 140], entities={'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SFloef', 'name': 'Redneck girl', 'id': 1364661480319307780, 'id_str': '1364661480319307780', 'indices': [3, 10]}], 'urls': []}, metadata={'iso_language_code': 'en', 'result_type': 'recent'}, source='Twitter for Android', source_url='http://twitter.com/download/android', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, author=User(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'id': 822916627104731136, 'id_str': '822916627104731136', 'name': 'Robert Philbrick', 'screen_name': 'RobertPhilbri12', 'location': 'USA', 'description': 'Government & Politics NFL MLB Harley-Davidson rifles and pistols no porn no no lists= block and most importantly Maga Trump Pence 20/20', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 9315, 'friends_count': 9501, 'listed_count': 2, 'created_at': 'Sat Jan 21 21:19:47 +0000 2017', 'favourites_count': 108104, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 182219, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/822916627104731136/1491172385', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=822916627104731136, id_str='822916627104731136', name='Robert Philbrick', screen_name='RobertPhilbri12', location='USA', description='Government & Politics NFL MLB Harley-Davidson rifles and pistols no porn no no lists= block and most importantly Maga Trump Pence 20/20', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=9315, friends_count=9501, listed_count=2, created_at=datetime.datetime(2017, 1, 21, 21, 19, 47), favourites_count=108104, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=182219, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/822916627104731136/1491172385', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), user=User(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'id': 822916627104731136, 'id_str': '822916627104731136', 'name': 'Robert Philbrick', 'screen_name': 'RobertPhilbri12', 'location': 'USA', 'description': 'Government & Politics NFL MLB Harley-Davidson rifles and pistols no porn no no lists= block and most importantly Maga Trump Pence 20/20', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 9315, 'friends_count': 9501, 'listed_count': 2, 'created_at': 'Sat Jan 21 21:19:47 +0000 2017', 'favourites_count': 108104, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 182219, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/822916627104731136/1491172385', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=822916627104731136, id_str='822916627104731136', name='Robert Philbrick', screen_name='RobertPhilbri12', location='USA', description='Government & Politics NFL MLB Harley-Davidson rifles and pistols no porn no no lists= block and most importantly Maga Trump Pence 20/20', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=9315, friends_count=9501, listed_count=2, created_at=datetime.datetime(2017, 1, 21, 21, 19, 47), favourites_count=108104, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=182219, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/848664387414052864/OJ-RMR4e_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/822916627104731136/1491172385', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), geo=None, coordinates=None, place=None, contributors=None, retweeted_status=Status(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'created_at': 'Mon Jun 28 12:09:54 +0000 2021', 'id': 1409484199808090117, 'id_str': '1409484199808090117', 'full_text': 'Happy to report the hang over is gone. Slept 10 hours last night. Got up and drank a cup of coffee and now getting ready to work out. I will never drink another Long Island Tea as long as I live. Then again I have saidnthat before.', 'truncated': False, 'display_text_range': [0, 231], 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1364661480319307780, 'id_str': '1364661480319307780', 'name': 'Redneck girl', 'screen_name': 'SFloef', 'location': 'United States', 'description': 'Patriotic All American Girl', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 18746, 'friends_count': 14434, 'listed_count': 5, 'created_at': 'Wed Feb 24 19:40:40 +0000 2021', 'favourites_count': 21933, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11670, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1364661480319307780/1614564154', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 29, 'favorite_count': 675, 'favorited': False, 'retweeted': False, 'lang': 'en'}, created_at=datetime.datetime(2021, 6, 28, 12, 9, 54), id=1409484199808090117, id_str='1409484199808090117', full_text='Happy to report the hang over is gone. Slept 10 hours last night. Got up and drank a cup of coffee and now getting ready to work out. I will never drink another Long Island Tea as long as I live. Then again I have saidnthat before.', truncated=False, display_text_range=[0, 231], entities={'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, metadata={'iso_language_code': 'en', 'result_type': 'recent'}, source='Twitter for Android', source_url='http://twitter.com/download/android', in_reply_to_status_id=None, in_reply_to_status_id_str=None, in_reply_to_user_id=None, in_reply_to_user_id_str=None, in_reply_to_screen_name=None, author=User(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'id': 1364661480319307780, 'id_str': '1364661480319307780', 'name': 'Redneck girl', 'screen_name': 'SFloef', 'location': 'United States', 'description': 'Patriotic All American Girl', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 18746, 'friends_count': 14434, 'listed_count': 5, 'created_at': 'Wed Feb 24 19:40:40 +0000 2021', 'favourites_count': 21933, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11670, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1364661480319307780/1614564154', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1364661480319307780, id_str='1364661480319307780', name='Redneck girl', screen_name='SFloef', location='United States', description='Patriotic All American Girl', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=18746, friends_count=14434, listed_count=5, created_at=datetime.datetime(2021, 2, 24, 19, 40, 40), favourites_count=21933, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=11670, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1364661480319307780/1614564154', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), user=User(_api=<tweepy.api.API object at 0x7f72724d81d0>, _json={'id': 1364661480319307780, 'id_str': '1364661480319307780', 'name': 'Redneck girl', 'screen_name': 'SFloef', 'location': 'United States', 'description': 'Patriotic All American Girl', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 18746, 'friends_count': 14434, 'listed_count': 5, 'created_at': 'Wed Feb 24 19:40:40 +0000 2021', 'favourites_count': 21933, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 11670, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1364661480319307780/1614564154', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1364661480319307780, id_str='1364661480319307780', name='Redneck girl', screen_name='SFloef', location='United States', description='Patriotic All American Girl', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=18746, friends_count=14434, listed_count=5, created_at=datetime.datetime(2021, 2, 24, 19, 40, 40), favourites_count=21933, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=11670, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1404526940699168768/mqup8up7_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1364661480319307780/1614564154', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[]), geo=None, coordinates=None, place=None, contributors=None, is_quote_status=False, retweet_count=29, favorite_count=675, favorited=False, retweeted=False, lang='en'), is_quote_status=False, retweet_count=29, favorite_count=0, favorited=False, retweeted=False, lang='en')",0,29,2021-06-28 23:43:18
