date,user,is_retweet,is_quote,text,quoted_text,,,,,,,,,,,
2021-03-17 01:13:15,DSudoni,False,False,@Bbec1Channel @ziktalkofficial (1) social media like facebook or twitter is an easy place to spread fud, hoax, hate speech.  how do you prevent users from doing all this?,,,,,,,,,,
,,,,,,,,,,,,,,,,
"In indonesia we have ""The Law on Electronic Information and Transactions"".  When someone commits a criminal act through this application",,,,,,,,,,,,,,,,
2021-03-17 01:13:20,William92073556,True,False,RT @cefeche: My Op Ed in @confidencial_ni #ENGLISH: The Dangerous Hate Speech of Daniel Ortega and Rosario Murillo in Nicaragua. The rulers…,,,,,,,,,,,,
2021-03-17 01:13:20,Alex70879714,False,False,oh and by the way FUUUUUUUUUUUUUUCK CANCEL CULTURE, FUUUUUUUUUCK ALL 40 OR 50 OR WHATEVER NUMBER OF FAKE GENDERS THEY CAME UP WITH, FUCK DEMOCRATS, CALIFORNIA, NEW YORK, ANTIFA, FUUUUUUUUUCK HATE SPEECH, whoever came up with that shit needs to get raped in the ass,,,,,
2021-03-17 01:13:30,nosybynature_,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,,,,,,,,,,,
2021-03-17 01:14:00,thergicsnow,False,False,@politicalfan00 @EyndeMaxime @comradefroggie @prageru I know, that why I think hate speech is bad, there is a difference between “gay people can so some weird stuff” and “I don’t think those faggots deserve to get married” you see slurs are used to incite violence and harassment against a person while generally insulting them isn’t.,,,,,,,,,,
2021-03-17 01:14:04,notoriouschadly,False,True,Words matter.  Hate speech matters.  This shit had to stop.,7 people were killed at multiple Atlanta area spas including 4 who appear to be Asian women. This comes amid a rise in racist attacks against Asian Americans in recent months. Developing story @CNN,,,,,,,,,,,
2021-03-17 01:14:51,erney007,True,False,RT @Horamiji: ไอโอลงแท็ก saveบางกลอย นี่ไม่ไหวว่ะ มึงรับงานโจมตีทางการเมืองก็เหี้ยแล้ว รับงานด้อยค่าวิถีชีวิตคนชาติพันธุ์ นี่มึงเหี้ยเกิน แ…,,,,,,,,,,,,
2021-03-17 01:15:01,kTytntty,True,False,RT @Horamiji: ไอโอลงแท็ก saveบางกลอย นี่ไม่ไหวว่ะ มึงรับงานโจมตีทางการเมืองก็เหี้ยแล้ว รับงานด้อยค่าวิถีชีวิตคนชาติพันธุ์ นี่มึงเหี้ยเกิน แ…,,,,,,,,,,,,
2021-03-17 01:15:23,LifeGoesBTS1999,False,True,How y’all take these troll accounts seriously but never spoke out against ALOT of homophobic insults, xenophobic insults, and all kinds of hate speech that BTS gets. I mean have you seen comments on Fb calling them “gay” as if it’s an insult.,if B*S fans used their energy to educate people on what they fight for, instead of outright harrassing other fans/artists/anyone who disagrees with them basically with misogynistic + homophobic remarks, then maybe they’d be taken a little bit more seriously 😞,,,,,,,
2021-03-17 01:16:12,DannySteel8,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 01:16:16,jenjenkra,False,False,@karenhunter @semperdiced That was gross. I just don’t understand why hate speech isn’t shut down. It’s not comedy. It’s not a political storyline. It’s is not informative. It’s purely to churn hate &amp, jealousy.,,,,,,,,,,,
2021-03-17 01:16:52,Polo1De,False,False,@JDubs100J @blueheartedly I don't understand how Tucker Carlson denying the existence of racism isn't hate speech.,,,,,,,,,,,,
2021-03-17 01:17:18,neothcngs,False,False,Aagak menyesel iseng buka sikreto,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Wah ak dapet hate speech 🤟🏻😆 https://t.co/ntjDal14cP,,,,,,,,,,,,,,,,
2021-03-17 01:17:22,nilAshira,True,False,RT @Horamiji: ไอโอลงแท็ก saveบางกลอย นี่ไม่ไหวว่ะ มึงรับงานโจมตีทางการเมืองก็เหี้ยแล้ว รับงานด้อยค่าวิถีชีวิตคนชาติพันธุ์ นี่มึงเหี้ยเกิน แ…,,,,,,,,,,,,
2021-03-17 01:17:25,Watchman_5,True,True,RT @CptAstro: Hey @YouTube @TeamYouTube is this blatantly racist rant the type of content you not only host, but allow to thrive, on your w…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 01:17:36,betoM4A,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 01:17:50,SennaitM,True,False,RT @SirakBahlbi: The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a specta…,,,,,,,,,,
2021-03-17 01:18:03,Lahhbrii,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,,,,,,,,,,,
2021-03-17 01:18:17,AsefaWorkinesh,True,True,RT @BeUbQAE5ZazXRfZ: @CNN @JoeBiden @KjetilTronvoll,After vandalizing and destroying clinics and hospitals in #Tigray, #Ethiopian soldiers of Amhara origin wrote the following hate speech in graffiti. ,,,,,,,,,,
,,,,,,,,,,,,,,,,
Now we hand you over to Shabia (Eritrean troops) so that they grill and eat you ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
#TigrayGenocide https://t.co/XQJYvI9c4S,,,,,,,,,,,,,,,,
2021-03-17 01:18:39,jennyrose5,True,False,RT @brejoineu: So it turns out the conservatives actually love cancel culture and hate freedom of speech. Restrictions on basic protests ev…,,,,,,,,,,,,
2021-03-17 01:19:38,iamsaaj,True,True,RT @atti_cus: How hard is it for opposition parties to file FIRs against repeat offenders who spread hate speech?,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Why isn’t a single state…,It's SO FRUSTRATING to see videos with false claims blaming minorities get thousands of RTs on twitter alone.😢 ,,,,,,,,,,,,,,,
This is an organised attempt by Right Wing Influencers to justify the attack on a muslim kid for drinking water in temple premises. ,,,,,,,,,,,,,,,,
CC: @TwitterSafety @MomentsIndia https://t.co/wSjMzaxH2F,,,,,,,,,,,,,,,,
2021-03-17 01:19:45,TwitchNick,True,False,RT @gaywonk: Thinking about how, after every big genocide, humans realize that “free speech” is not a good defense of hate speech and decid…,,,,,,,,,,
2021-03-17 01:19:55,Griffin1171,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 01:20:06,splashtonkutchr,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,,,,,,,,,,,
2021-03-17 01:20:10,AregaEmu,True,True,RT @HijiwunMekete: Nothing good would expected from the #TPLF’s minions. GAME OVER! The fabricators of the #Axumfiction #TPLFLies #EritreaP…,The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a spectacle. Amongst the hate speech, De Waal went as far as warning #Ethiopians will go back to the 80s known for starvation after #TPLF , #Ethiopia #EritreaPrevails,,,,,,,
2021-03-17 01:20:16,EmrysTl,False,False,@thaliasmokey @gothkreep @Parker_Wolf @MU_THUR6000 @faerycute Ah but who decides what it tolerant speech? Aparently saying I am a biological male is now hate speech?  the chinese/Russians sensor speech would not want to live there... You should read a book called 1984 instead of relying on cartoons to form a skewed world view. https://t.co/D3cDb39rEm,,,,,,,,,,,,
2021-03-17 01:20:29,AsefaWorkinesh,True,True,RT @YonasKifle9: Amhara soldiers hate speech in a vandalized hospital wall. #TigrayGenocide @SecBlinken  @antonioguterres @JosepBorrellF @m…,After vandalizing and destroying clinics and hospitals in #Tigray, #Ethiopian soldiers of Amhara origin wrote the following hate speech in graffiti. ,,,,,,,,,,
,,,,,,,,,,,,,,,,
Now we hand you over to Shabia (Eritrean troops) so that they grill and eat you ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
#TigrayGenocide https://t.co/XQJYvI9c4S,,,,,,,,,,,,,,,,
2021-03-17 01:20:30,jpturcotte,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 01:20:37,blockley_evelyn,True,False,RT @piersmorgan: On Monday, I said I didn’t believe Meghan Markle in her Oprah interview. I’ve had time to reflect on this opinion, and I s…,,,,,,,,,,
2021-03-17 01:20:39,PlagueofProgs,False,False,@douginlondon @Murdog1 @FoxNews @cpc The Left-Libs hate the truth. Is it any wonder they strive to suppress free speech.#NationalSocialistLiberals #cndpoli,,,,,,,,,,,,
2021-03-17 01:20:44,BerheBerhekifle,True,False,RT @SirakBahlbi: The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a specta…,,,,,,,,,,
2021-03-17 01:20:49,SciencewMrChun,True,False,"RT @BleacherReport: ""We're tired of our pain being overlooked.""",,,,,,,,,,,,
,,,,,,,,,,,,,,,,
@JLin7 speaks on the rise of hate speech and racist attacks against Asian…,,,,,,,,,,,,,,,,
2021-03-17 01:21:05,SciencewMrChun,True,True,RT @JLin7: Thank you thank you for helping me share this message. Forever grateful @BleacherReport 👊🏼 https://t.co/lpCQKNMUVC,We're tired of our pain being overlooked.,,,,,,,,,,,
,,,,,,,,,,,,,,,,
@JLin7 speaks on the rise of hate speech and racist attacks against Asian Americans and Pacific Islanders #StopAsianHate #StopAAPIHate 🙏 https://t.co/RI7afv4F3s,,,,,,,,,,,,,,,,
2021-03-17 01:21:25,tesfanews,True,False,RT @SirakBahlbi: The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a specta…,,,,,,,,,,
2021-03-17 01:21:36,PAK_ACHIRAYA,True,False,RT @Horamiji: ไอโอลงแท็ก saveบางกลอย นี่ไม่ไหวว่ะ มึงรับงานโจมตีทางการเมืองก็เหี้ยแล้ว รับงานด้อยค่าวิถีชีวิตคนชาติพันธุ์ นี่มึงเหี้ยเกิน แ…,,,,,,,,,,,,
2021-03-17 01:21:37,franchise_davis,False,False,@RickCCamp Reported for hate speech,,,,,,,,,,,,
2021-03-17 01:21:38,EliSugarman,True,True,RT @IOpartnership: Tune in this Thursday to hear from our very own @lageneralista on a panel alongside @ChrisWorman @evannahu @theodolan di…,Interested in learning about the impacts of hate speech and disinformation? Join AfP &amp, @fhi360 for,"De-Weaponization of Digital Information: What Have We Learned?"" ft @theodolan &amp; panelists @ChrisWorman, @evannahu, @lageneralista, and more!

Register: https://t.co/hCNJKJkufy https://t.co/L26R2n3J0J
2021-03-17 01:21:50,AungSmith2,True,False,RT @nslwin: Dear @jack @TwitterSupport @Twitter - please remove/ban @Aye_NeWin account. His accounts on Facebook, Instagram &amp; TikTok had be…,
2021-03-17 01:21:58,authorclaire1,False,False,@MattWalshBlog @EmbassyofIrelandUSA JOKE? HATE SPEECH? Not a joke. The Brits called the Irish no better than a dead dog. The women were systematically raped, the men hunted down until they fell under the submission of the UK. The brits used them as the front battle line,
2021-03-17 01:22:05,BashayLema,True,False,RT @SirakBahlbi: The venomous &amp; hateful speech made by Martin Plaut &amp; Alex De Waal against #Eritreans in a webinar today was quite a specta…,
2021-03-17 01:22:24,thecatcompany,False,False,@FPWellman Like night follows day, hate crimes against Asians followed trump calling the pandemic the ‘China Virus.’ Has there ever been a more contemptible person doing so much damage in charge of our country? https://t.co/kDTw1lBu5i,
2021-03-17 01:23:02,JacksonFrostX19,True,False,RT @gaywonk: Thinking about how, after every big genocide, humans realize that “free speech” is not a good defense of hate speech and decid…,
2021-03-17 01:23:08,PaulRambden,False,False,@BadCrippIe @LadyDaemontus For clarity, where does ""cancel culture"" sit in the living history of social exploitation (of the poor/least able to make choices) and how that presents as classic peer-pressure, hate-speech (language that enables exploitative oppression), and fascism?,
2021-03-17 01:23:14,ssbl369j,True,False,RT @UrbanLo: If SA keeps on tolerating the destructiveness of the EFF, we will reap a whirlwind one day. All hate-speech is wrong.  All agg…,
2021-03-17 01:23:28,angelofmercy911,True,False,RT @thecatcompany: @FPWellman Like night follows day, hate crimes against Asians followed trump calling the pandemic the ‘China Virus.’ Has…,
2021-03-17 01:23:29,RedVioletPanda,True,False,RT @Zillychu: Historically, censorship outside of hate speech has been devastating. 

And this narrative of ""you're a freak for your fictio…,
2021-03-17 01:23:33,MshellButtercup,False,False,@Ireland0828 @Roseyangel12 @BBlackstone1 @usedtobgop @Greeenguy111 @CitizensFedUp @itsweezie @WeezMama @PatiKRoll11 @Bluervoice @mdbluestate @Vickie627 @Kenikewahine78 @OuisieM @StormyWeather59 Lauren Boebart was using the China virus racist trope not ten hours ago.I reported her tweet ,it remained.
She should be expelled for hate speech.,
2021-03-17 01:23:43,AlanMur67591225,True,False,RT @womenopausal1: @joyjoyvenus @ripx4nutmeg He copped to playing a role in getting @rGenderCritical (now @WomenAreOvarit ) banned in an in…,
2021-03-17 01:23:49,awhne91,True,False,RT @SirakBahlbi: The venomous &amp; hateful speech made by Martin Plaut &amp; Alex De Waal against #Eritreans in a webinar today was quite a specta…,
2021-03-17 01:23:58,mdbluestate,True,False,RT @MshellButtercup: @Ireland0828 @Roseyangel12 @BBlackstone1 @usedtobgop @Greeenguy111 @CitizensFedUp @itsweezie @WeezMama @PatiKRoll11 @B…,
2021-03-17 01:24:07,tesfaledetfre,True,False,RT @SirakBahlbi: The venomous &amp; hateful speech made by Martin Plaut &amp; Alex De Waal against #Eritreans in a webinar today was quite a specta…,
2021-03-17 01:24:24,nekkidititty,False,False,@Constit13339570 @firstmuslim @retweetmy2cents Nevermind. He deleted it. All hate speech should be kept inside, but if left to escape, deleting b4 ANYONE can READ it is a good thing.,
2021-03-17 01:24:35,8bitAmethyst,False,False,@GGarrett2000 @Nonya_Dam_Bizz @BreadPanes Like hate speech?,
2021-03-17 01:24:48,pnps_st,True,False,RT @Horamiji: ไอโอลงแท็ก saveบางกลอย นี่ไม่ไหวว่ะ มึงรับงานโจมตีทางการเมืองก็เหี้ยแล้ว รับงานด้อยค่าวิถีชีวิตคนชาติพันธุ์ นี่มึงเหี้ยเกิน แ…,
2021-03-17 01:25:39,MegziePegzie,False,False,LRT okay fellow cis people. this is 10000% our job as cis allies of trans folx to get in there and keep reporting these tweets for hate speech. Let’s go!!!,
2021-03-17 01:25:41,88OUTLET,False,False,capek banget buka tiktok isinya hate speech semua :c hwaaah,
2021-03-17 01:25:44,crescend0ll5555,True,False,RT @softboned: I hate the new speech pattern of starting sentences with “not me” like yes you fucking own it,
2021-03-17 01:25:49,jysim_97,True,False,RT @gaywonk: Thinking about how, after every big genocide, humans realize that “free speech” is not a good defense of hate speech and decid…,
2021-03-17 01:26:16,TeagesYonas,True,False,RT @SirakBahlbi: The venomous &amp; hateful speech made by Martin Plaut &amp; Alex De Waal against #Eritreans in a webinar today was quite a specta…,
2021-03-17 01:26:17,MikeNelson,False,True,Thursday! @AfPeacebuilding 
@CEIPTechProgram,Tune in this Thursday to hear from our very own @lageneralista on a panel alongside @ChrisWorman @evannahu @theodolan discussing the impacts of hate speech and disinformation. Register below ⬇️
2021-03-17 01:26:20,Roseyangel12,True,False,RT @MshellButtercup: @Ireland0828 @Roseyangel12 @BBlackstone1 @usedtobgop @Greeenguy111 @CitizensFedUp @itsweezie @WeezMama @PatiKRoll11 @B…,
2021-03-17 01:26:21,Cambriheed,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. 

https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb
2021-03-17 01:26:24,IceCream_200,True,False,RT @HiRezTheRapper: I think no speech should ever be censored. Hate speech. Love speech. Conspiracies. Idc. Nothing should be off limits. W…,
2021-03-17 01:26:36,Parker_Wolf,False,False,@EmrysTl @thaliasmokey @gothkreep @MU_THUR6000 @faerycute I think YOU can say that you are a biological male, but it wld be hate speech for ME to say you are a biological male. 🤷‍♀️

My @BigBooButch acct got perma suspended for telling a transwoman, ""you are a man, you are not a woman."" Hate speech &amp; promoting violence, Twitter said. 🤬,
2021-03-17 01:26:53,heychrisfox,False,False,@eomrules @wx_underground @ug1yfrend @JasonSCampbell Why not? He worked for it. And if he gets deplatformed for hate speech... bigger they are, harder they fall. Win win, if you ask me: he's gone and you get a healthy dose of schadenfreude.,
2021-03-17 01:26:53,1tweetypauly,False,False,The same @NicolleFlint who said tackling sexism and misogyny can’t be about politics delivered a wretched, sanctimonious, partisan speech in parliament solely blaming Labor for creating an environment for hate. Look at your own side of politics, you harridan! #auspol,
2021-03-17 01:26:57,shekar1234,True,True,RT @atti_cus: How hard is it for opposition parties to file FIRs against repeat offenders who spread hate speech?

Why isn’t a single state…,It's SO FRUSTRATING to see videos with false claims blaming minorities get thousands of RTs on twitter alone.😢 
This is an organised attempt by Right Wing Influencers to justify the attack on a muslim kid for drinking water in temple premises. 
CC: @TwitterSafety @MomentsIndia https://t.co/wSjMzaxH2F
2021-03-17 01:27:34,glo87516996,True,False,RT @nslwin: Dear @jack @TwitterSupport @Twitter - please remove/ban @Aye_NeWin account. His accounts on Facebook, Instagram &amp; TikTok had be…,
2021-03-17 01:27:43,Breeetee,False,False,@VABVOX @ChefMPhillips Stop confusing critical speech with hate speech.,
2021-03-17 01:27:45,pat_pgsims,False,False,@jaketapper The sad legacy for the former guys hate speech 😔,
2021-03-17 01:27:55,ExoticFruit13,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. 

https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb
2021-03-17 01:28:04,NegasiSium,True,False,RT @SirakBahlbi: The venomous &amp; hateful speech made by Martin Plaut &amp; Alex De Waal against #Eritreans in a webinar today was quite a specta…,
2021-03-17 01:28:16,OatsNHenny,True,False,RT @gaywonk: Thinking about how, after every big genocide, humans realize that “free speech” is not a good defense of hate speech and decid…,
2021-03-17 01:28:32,insaneWNDRLND,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,
2021-03-17 01:28:59,CritFacts,False,False,@SBergenbach @ConceptualJames You're right, freedom of speech is complicated because hate speech silences people through coercion,

Monetary consequences to speech mean that people are limited in what they say to what's approved by sponsors or donors, lest they risk poverty sometimes.,
2021-03-17 01:29:03,blkgrrlpendeja,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,
2021-03-17 01:29:22,bombakaas,False,False,@LOVEDNPROTECTED Report that shit for hate speech lmao,
2021-03-17 01:29:27,giyeokim,False,True,what's ironic about this whole hate train is ppl make themselves able to fill in a dialogue how they see fit to align with their narratives but never keep the same energy when bts are constantly being subjected to hate speech and racism by the same stans of these western artists,its funny to me how a lot of western stans wanna try and appear like the bigger person as if they dont stan people who's fans have made and are still making the most disgusting, racist and vile comments about bts for years now
2021-03-17 01:29:35,mayrabella101,True,False,RT @thecatcompany: @FPWellman Like night follows day, hate crimes against Asians followed trump calling the pandemic the ‘China Virus.’ Has…,
2021-03-17 01:29:39,_CrotalusAtrox_,False,False,@MaidoftheBrins @georgepbush ""Hate speech"" is almost as dumb as ""online violence",,,,,,,,,
,,,,,,,,,,,,,,,,
Use of terms like these are a sign of personal weakness.  A lack of fortitude.,,,,,,,,,,,,,,,,
2021-03-17 01:29:41,Antinat11966236,False,False,@diljitdosnjh @divya_amanna Zaroori nahi ki har kattar shabd ka matlab vahi ho jo aaj tak sanghiyon ne dikhaya hai, har baat ke alag context hote hain uske bahot saare diamensions hote hain, AAP party has never given a single hate speech and has done a good job for delhi,,,,,,,,,,
2021-03-17 01:29:43,johnson76213,False,False,@tim_mack@npr D platforming is simply a cover for censorship. Some thing NPR should be fighting every day. The antidote to hate speech is more speech. Wayne Johnson PhD,,,,,,,,,,,,
2021-03-17 01:30:03,killgoardamus,False,False,@StradivariusV @westonperry11 @frostedlemon @TIME Lol. Obstructing freedom of speech, good one. If is your skin so thin, and you don’t like what I say, then you can block me. Stating some irrelevant biological generalities for purposes to demean a marginalized group is hate. You didn’t have to reply to my posts, you chose to.,,,,,,,,
2021-03-17 01:30:04,CoolestGrandpa,False,False,Right wingers will really say hate speech is protected by the first amendment then turn around and get mad about the wet pussy song lol 😂😭😭,,,,,,,,,,,,
2021-03-17 01:30:16,Mamdhata,False,True,If this man had burst a cracker, @AmitShah @JPNadda @narendramodi_in would have ensured he is behind bars.,,,,,,,,,,,
,,,,,,,,,,,,,,,,
If a Hindu had said it, @svaradarajan @khanumarfa @_sabanaqvi @MaliniP @EllenBarryNYT @NihaMasih @Nidhi would have been screaming hate speech 24x7.,Indian #Shia activist Amir-ul-Hassan Jafari: I'll award Rs1.1 million ($USD 15000) to anyone who beheads Wasim Rizvi for filing a petition in the Supreme Court seeking to remove 26 verses of the Quran. Under Islamic rule, he would have been stoned to death. https://t.co/o16AwMkxVY,,,,,,,,,,,,,
2021-03-17 01:30:25,Rkoraiki,True,True,RT @nslwin: #TikTok @tiktok_us is still hosting the account of Aye NeWin, pro-military &amp, grandson of late military dictator Ne Win. ,,,,,,,,,,
,,,,,,,,,,,,,,,,
This…,.@TikTokSupport @tiktok_us - Please remove this account immediately. His Facebook account &amp, page were removed for spreading hate speech. He is doing the same over TikTok. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
#WhatsHappeningInMyanmar #MilkTeaAllianceMyanmar #Mar5Coup https://t.co/skVuA7rN8I,,,,,,,,,,,,,,,,
2021-03-17 01:30:46,Niah_hoseok_oli,True,False,RT @ItsZaeOk: this white boy posted his food on his instagram and captioned it, “it’s busting.” i feel like that should be considered hate…,,,,,,,,,,,
2021-03-17 01:30:53,elsa13438820,True,False,RT @SirakBahlbi: The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a specta…,,,,,,,,,,
2021-03-17 01:31:01,killgoardamus,False,True,Lol. I’m obstructing freedom of speech.  I finally got bingo!,@killgoardamus @westonperry11 @frostedlemon @TIME Stating biological facts is not hate. This is just a fact, which is btw easily verifiable and observable. There is nothing hateful about it. ,,,,,,,,,,
You are hateful because you use derogatory false labels to obstruct my freedom of speech, which is a recognized fundamental human right.,,,,,,,,,,,,,,,
2021-03-17 01:31:04,AlmazEstefanos,True,False,RT @SirakBahlbi: The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a specta…,,,,,,,,,,
2021-03-17 01:31:06,PwintLay8,True,False,RT @lnelsonmedia: 1) Thank you, @Ronan_Lee, for speaking with me yesterday about your book Myanmar’s Rohingya Genocide Identity, History an…,,,,,,,,,
2021-03-17 01:31:06,bdyson8,False,True,Not to mention the ability to do all this without one hate-filled speech, I really think I need to pinch myself for all the positive work done so far &amp, the reliable cooperation for all involved! 😉😺,I really don’t know if vaccinating 100 million in half the promised time, purchasing enough vaccine for every adult by May, and eventually ending the pandemic is enough to overcome this scandal-plagued beginning:,,,,,,,
,,,,,,,,,,,,,,,,
- PelotonGate,,,,,,,,,,,,,,,,
- RolexGate,,,,,,,,,,,,,,,,
- No solo pressers ,,,,,,,,,,,,,,,,
- MajorGate,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
😱😱😱,,,,,,,,,,,,,,,,
2021-03-17 01:31:19,Taberone,True,False,RT @gaywonk: Thinking about how, after every big genocide, humans realize that “free speech” is not a good defense of hate speech and decid…,,,,,,,,,,
2021-03-17 01:31:24,JuZ_BCuZ,False,False,Since this is considered “hate speech” on tik tok, maybe Twitter will enjoy more. https://t.co/6bqybCR4qP,,,,,,,,,,,
2021-03-17 01:31:39,YeNaing75381108,True,False,RT @nslwin: Dear @jack @TwitterSupport @Twitter - please remove/ban @Aye_NeWin account. His accounts on Facebook, Instagram &amp, TikTok had be…,,,,,,,,,,
2021-03-17 01:31:57,waltb31,False,False,White Supremacist domestic terrorist attack in Atlanta Georgia? Radicalized by the GOP extremists and Right Wing media? Hate speech against Asians by Trump et al.? #WhiteTerrorists #GOPTerrorists,,,,,,,,,,,,
2021-03-17 01:32:04,CEIPTechProgram,False,True,Great panel.,,,,,,,,,,,,
#Disinformation #HateSpeech #LiesCanKill,Tune in this Thursday to hear from our very own @lageneralista on a panel alongside @ChrisWorman @evannahu @theodolan discussing the impacts of hate speech and disinformation. Register below ⬇️,,,,,,,,,,,,,,,
2021-03-17 01:32:13,POC_Culture,False,False,I’m sick. Every evening my dad goes for a walk around the neighborhood they’ve lived in for over 20 years and I’m terrified for his safety. ,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
This is what happens when you let hate speech go unchecked from racists in power.,,,,,,,,,,,,,,,,
2021-03-17 01:32:22,ManoMMMM,True,True,RT @shaun_vids: youtube missed the boat on banning crowder for homophobic harassment, or having a neo-nazi on his crew, or any of the hundr…,On YouTube, Steven Crowder and his co-hosts go on a wildly racist tirade against Black farmers. ,,,,,,,,
,,,,,,,,,,,,,,,,
https://t.co/dbnKNN2Lch https://t.co/iUsm2hjknb,,,,,,,,,,,,,,,,
2021-03-17 01:32:29,ems_simo,False,False,@senatorduff ‘Anti-Vaxxers’ is hate speech. We are Christians who have deeply held beliefs. Get it straight- @senatorduff,,,,,,,,,,,,
2021-03-17 01:32:30,WPalmerCurl,True,False,RT @waltb31: White Supremacist domestic terrorist attack in Atlanta Georgia? Radicalized by the GOP extremists and Right Wing media? Hate s…,,,,,,,,,,,,
2021-03-17 01:32:43,ADagnie,True,False,RT @SirakBahlbi: The venomous &amp, hateful speech made by Martin Plaut &amp, Alex De Waal against #Eritreans in a webinar today was quite a specta…,,,,,,,,,,
2021-03-17 01:32:44,JDRow1and,False,False,@ZickeryZockPock Reported for hate speech. I hope you get banned from https://t.co/EjoKGqN6GR,,,,,,,,,,,,
2021-03-17 01:32:53,brooklynkid1951,False,False,8 Asian people murdered by a Trump supporter in Atlanta. Hate speech has consequences and Trump is responsible.,,,,,,,,,,,,
2021-03-17 01:33:19,itzme2,True,False,RT @thecatcompany: @FPWellman Like night follows day, hate crimes against Asians followed trump calling the pandemic the ‘China Virus.’ Has…,,,,,,,,,,,
2021-03-17 01:33:37,Nwayma6,True,False,RT @nslwin: Dear @jack @TwitterSupport @Twitter - please remove/ban @Aye_NeWin account. His accounts on Facebook, Instagram &amp, TikTok had be…,,,,,,,,,,
2021-03-17 01:33:57,msz_0,True,False,RT @Slarothestoic: Hello, @tigeraio Your ad is on the YouTube channel of Rebel News, where the videos say COVID restrictions kill people, c…,,,,,,,,,
2021-03-17 01:34:03,jonas_alday,False,False,Any of you that follows me and missed me for my one week suspension I want to say I am sorry,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
I had no idea that pointing out to an Oath Keeper he  lives within the hate he creates was considered hate speech,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
